6,0.000,0.000,0.062,-0.348
6,0.100,0.000,0.046,-0.341
6,0.200,0.000,0.032,-0.333
6,0.300,0.000,0.018,-0.324
6,0.400,0.000,0.005,-0.314
6,0.500,0.000,-0.007,-0.304
6,0.600,0.000,-0.018,-0.292
6,0.700,0.000,-0.028,-0.280
6,0.800,0.000,-0.037,-0.267
6,0.900,0.000,-0.046,-0.254
6,1.000,0.000,-0.053,-0.239
6,1.100,0.000,-0.060,-0.224
6,1.200,0.000,-0.066,-0.208
6,1.300,0.000,-0.071,-0.191
6,1.400,0.000,-0.075,-0.173
6,1.500,0.000,-0.078,-0.155
6,1.600,0.000,-0.081,-0.136
6,1.700,0.000,-0.082,-0.116
6,1.800,0.000,-0.083,-0.096
6,1.900,0.000,-0.083,-0.074
6,2.000,0.000,-0.083,-0.052
6,2.100,0.000,-0.081,-0.029
6,2.200,0.000,-0.079,-0.005
6,2.300,0.000,-0.076,0.019
6,2.400,0.000,-0.072,0.044
6,2.500,0.000,-0.067,0.071
6,2.600,0.000,-0.061,0.098
6,2.700,0.000,-0.055,0.125
6,2.800,0.000,-0.048,0.154
6,2.900,0.000,-0.040,0.184
6,3.000,0.000,-0.031,0.215
6,3.100,0.000,-0.021,0.247
6,3.200,0.000,-0.010,0.279
6,3.300,0.000,0.001,0.313
6,3.400,0.000,0.014,0.349
6,3.500,0.000,0.027,0.385
6,3.600,0.000,0.042,0.423
6,3.700,0.000,0.058,0.463
6,3.800,0.000,0.075,0.504
6,3.900,0.000,0.094,0.547
6,4.000,0.000,0.114,0.593
6,4.100,0.000,0.085,0.560
6,4.200,0.000,0.054,0.524
6,4.300,0.000,0.022,0.484
6,4.400,0.000,-0.011,0.440
6,4.500,0.000,-0.045,0.394
6,4.600,0.000,-0.079,0.346
6,4.700,0.000,-0.113,0.296
6,4.800,0.000,-0.147,0.244
6,4.900,0.000,-0.181,0.191
6,5.000,0.000,-0.213,0.138
6,5.100,0.000,-0.245,0.085
6,5.200,0.000,-0.275,0.032
6,5.300,0.000,-0.303,-0.021
6,5.400,0.000,-0.329,-0.072
6,5.500,0.000,-0.353,-0.123
6,5.600,0.000,-0.373,-0.172
6,5.700,0.000,-0.391,-0.219
6,5.800,0.000,-0.406,-0.263
6,5.900,0.000,-0.417,-0.305
6,6.000,0.000,-0.424,-0.345
6,6.100,0.000,-0.427,-0.380
6,6.200,0.000,-0.425,-0.413
6,6.300,0.000,-0.419,-0.441
6,6.400,0.000,-0.409,-0.466
6,6.500,0.000,-0.394,-0.486
6,6.600,0.000,-0.375,-0.502
6,6.700,0.000,-0.352,-0.513
6,6.800,0.000,-0.326,-0.520
6,6.900,0.000,-0.296,-0.523
6,7.000,0.000,-0.264,-0.522
6,7.100,0.000,-0.231,-0.517
6,7.200,0.000,-0.196,-0.508
6,7.300,0.000,-0.160,-0.496
6,7.400,0.000,-0.125,-0.481
6,7.500,0.000,-0.090,-0.464
6,7.600,0.000,-0.056,-0.444
6,7.700,0.000,-0.024,-0.423
6,7.800,0.000,0.007,-0.399
6,7.900,0.000,0.035,-0.374
6,0.000,0.000,0.062,-0.348
6,0.100,0.000,0.046,-0.341
6,0.200,0.000,0.032,-0.333
6,0.300,0.000,0.018,-0.324
6,0.400,0.000,0.005,-0.314
6,0.500,0.000,-0.007,-0.304
6,0.600,0.000,-0.018,-0.292
6,0.700,0.000,-0.028,-0.280
6,0.800,0.000,-0.037,-0.267
6,0.900,0.000,-0.046,-0.254
6,1.000,0.000,-0.053,-0.239
6,1.100,0.000,-0.060,-0.224
6,1.200,0.000,-0.066,-0.208
6,1.300,0.000,-0.071,-0.191
6,1.400,0.000,-0.075,-0.173
6,1.500,0.000,-0.078,-0.155
6,1.600,0.000,-0.081,-0.136
6,1.700,0.000,-0.082,-0.116
6,1.800,0.000,-0.083,-0.096
6,1.900,0.000,-0.083,-0.074
6,2.000,0.000,-0.083,-0.052
6,2.100,0.000,-0.081,-0.029
6,2.200,0.000,-0.079,-0.005
6,2.300,0.000,-0.076,0.019
6,2.400,0.000,-0.072,0.044
6,2.500,0.000,-0.067,0.071
6,2.600,0.000,-0.061,0.098
6,2.700,0.000,-0.055,0.125
6,2.800,0.000,-0.048,0.154
6,2.900,0.000,-0.040,0.184
6,3.000,0.000,-0.031,0.215
6,3.100,0.000,-0.021,0.247
6,3.200,0.000,-0.010,0.279
6,3.300,0.000,0.001,0.313
6,3.400,0.000,0.014,0.349
6,3.500,0.000,0.027,0.385
6,3.600,0.000,0.042,0.423
6,3.700,0.000,0.058,0.463
6,3.800,0.000,0.075,0.504
6,3.900,0.000,0.094,0.547
6,4.000,0.000,0.114,0.593
6,4.100,0.000,0.085,0.560
6,4.200,0.000,0.054,0.524
6,4.300,0.000,0.022,0.484
6,4.400,0.000,-0.011,0.440
6,4.500,0.000,-0.045,0.394
6,4.600,0.000,-0.079,0.346
6,4.700,0.000,-0.113,0.296
6,4.800,0.000,-0.147,0.244
6,4.900,0.000,-0.181,0.191
6,5.000,0.000,-0.213,0.138
6,5.100,0.000,-0.245,0.085
6,5.200,0.000,-0.275,0.032
6,5.300,0.000,-0.303,-0.021
6,5.400,0.000,-0.329,-0.072
6,5.500,0.000,-0.353,-0.123
6,5.600,0.000,-0.373,-0.172
6,5.700,0.000,-0.391,-0.219
6,5.800,0.000,-0.406,-0.263
6,5.900,0.000,-0.417,-0.305
6,6.000,0.000,-0.424,-0.345
6,6.100,0.000,-0.427,-0.380
6,6.200,0.000,-0.425,-0.413
6,6.300,0.000,-0.419,-0.441
6,6.400,0.000,-0.409,-0.466
6,6.500,0.000,-0.394,-0.486
6,6.600,0.000,-0.375,-0.502
6,6.700,0.000,-0.352,-0.513
6,6.800,0.000,-0.326,-0.520
6,6.900,0.000,-0.296,-0.523
6,7.000,0.000,-0.264,-0.522
6,7.100,0.000,-0.231,-0.517
6,7.200,0.000,-0.196,-0.508
6,7.300,0.000,-0.160,-0.496
6,7.400,0.000,-0.125,-0.481
6,7.500,0.000,-0.090,-0.464
6,7.600,0.000,-0.056,-0.444
6,7.700,0.000,-0.024,-0.423
6,7.800,0.000,0.007,-0.399
6,7.900,0.000,0.035,-0.374
6,0.000,0.000,0.062,-0.348
6,0.100,0.000,0.046,-0.341
6,0.200,0.000,0.032,-0.333
6,0.300,0.000,0.018,-0.324
6,0.400,0.000,0.005,-0.314
6,0.500,0.000,-0.007,-0.304
6,0.600,0.000,-0.018,-0.292
6,0.700,0.000,-0.028,-0.280
6,0.800,0.000,-0.037,-0.267
6,0.900,0.000,-0.046,-0.254
6,1.000,0.000,-0.053,-0.239
6,1.100,0.000,-0.060,-0.224
6,1.200,0.000,-0.066,-0.208
6,1.300,0.000,-0.071,-0.191
6,1.400,0.000,-0.075,-0.173
6,1.500,0.000,-0.078,-0.155
6,1.600,0.000,-0.081,-0.136
6,1.700,0.000,-0.082,-0.116
6,1.800,0.000,-0.083,-0.096
6,1.900,0.000,-0.083,-0.074
6,2.000,0.000,-0.083,-0.052
6,2.100,0.000,-0.081,-0.029
6,2.200,0.000,-0.079,-0.005
6,2.300,0.000,-0.076,0.019
6,2.400,0.000,-0.072,0.044
6,2.500,0.000,-0.067,0.071
6,2.600,0.000,-0.061,0.098
6,2.700,0.000,-0.055,0.125
6,2.800,0.000,-0.048,0.154
6,2.900,0.000,-0.040,0.184
6,3.000,0.000,-0.031,0.215
6,3.100,0.000,-0.021,0.247
6,3.200,0.000,-0.010,0.279
6,3.300,0.000,0.001,0.313
6,3.400,0.000,0.014,0.349
6,3.500,0.000,0.027,0.385
6,3.600,0.000,0.042,0.423
6,3.700,0.000,0.058,0.463
6,3.800,0.000,0.075,0.504
6,3.900,0.000,0.094,0.547
6,4.000,0.000,0.114,0.593
6,4.100,0.000,0.085,0.560
6,4.200,0.000,0.054,0.524
6,4.300,0.000,0.022,0.484
6,4.400,0.000,-0.011,0.440
6,4.500,0.000,-0.045,0.394
6,4.600,0.000,-0.079,0.346
6,4.700,0.000,-0.113,0.296
6,4.800,0.000,-0.147,0.244
6,4.900,0.000,-0.181,0.191
6,5.000,0.000,-0.213,0.138
6,5.100,0.000,-0.245,0.085
6,5.200,0.000,-0.275,0.032
6,5.300,0.000,-0.303,-0.021
6,5.400,0.000,-0.329,-0.072
6,5.500,0.000,-0.353,-0.123
6,5.600,0.000,-0.373,-0.172
6,5.700,0.000,-0.391,-0.219
6,5.800,0.000,-0.406,-0.263
6,5.900,0.000,-0.417,-0.305
6,6.000,0.000,-0.424,-0.345
6,6.100,0.000,-0.427,-0.380
6,6.200,0.000,-0.425,-0.413
6,6.300,0.000,-0.419,-0.441
6,6.400,0.000,-0.409,-0.466
6,6.500,0.000,-0.394,-0.486
6,6.600,0.000,-0.375,-0.502
6,6.700,0.000,-0.352,-0.513
6,6.800,0.000,-0.326,-0.520
6,6.900,0.000,-0.296,-0.523
6,7.000,0.000,-0.264,-0.522
6,7.100,0.000,-0.231,-0.517
6,7.200,0.000,-0.196,-0.508
6,7.300,0.000,-0.160,-0.496
6,7.400,0.000,-0.125,-0.481
6,7.500,0.000,-0.090,-0.464
6,7.600,0.000,-0.056,-0.444
6,7.700,0.000,-0.024,-0.423
6,7.800,0.000,0.007,-0.399
6,7.900,0.000,0.035,-0.374
6,0.000,0.000,0.062,-0.348
6,0.100,0.000,0.046,-0.341
6,0.200,0.000,0.032,-0.333
6,0.300,0.000,0.018,-0.324
6,0.400,0.000,0.005,-0.314
6,0.500,0.000,-0.007,-0.304
6,0.600,0.000,-0.018,-0.292
6,0.700,0.000,-0.028,-0.280
6,0.800,0.000,-0.037,-0.267
6,0.900,0.000,-0.046,-0.254
6,1.000,0.000,-0.053,-0.239
6,1.100,0.000,-0.060,-0.224
6,1.200,0.000,-0.066,-0.208
6,1.300,0.000,-0.071,-0.191
6,1.400,0.000,-0.075,-0.173
6,1.500,0.000,-0.078,-0.155
6,1.600,0.000,-0.081,-0.136
6,1.700,0.000,-0.082,-0.116
6,1.800,0.000,-0.083,-0.096
6,1.900,0.000,-0.083,-0.074
6,2.000,0.000,-0.083,-0.052
6,2.100,0.000,-0.081,-0.029
6,2.200,0.000,-0.079,-0.005
6,2.300,0.000,-0.076,0.019
6,2.400,0.000,-0.072,0.044
6,2.500,0.000,-0.067,0.071
6,2.600,0.000,-0.061,0.098
6,2.700,0.000,-0.055,0.125
6,2.800,0.000,-0.048,0.154
6,2.900,0.000,-0.040,0.184
6,3.000,0.000,-0.031,0.215
6,3.100,0.000,-0.021,0.247
6,3.200,0.000,-0.010,0.279
6,3.300,0.000,0.001,0.313
6,3.400,0.000,0.014,0.349
6,3.500,0.000,0.027,0.385
6,3.600,0.000,0.042,0.423
6,3.700,0.000,0.058,0.463
6,3.800,0.000,0.075,0.504
6,3.900,0.000,0.094,0.547
6,4.000,0.000,0.114,0.593
6,4.100,0.000,0.085,0.560
6,4.200,0.000,0.054,0.524
6,4.300,0.000,0.022,0.484
6,4.400,0.000,-0.011,0.440
6,4.500,0.000,-0.045,0.394
6,4.600,0.000,-0.079,0.346
6,4.700,0.000,-0.113,0.296
6,4.800,0.000,-0.147,0.244
6,4.900,0.000,-0.181,0.191
6,5.000,0.000,-0.213,0.138
6,5.100,0.000,-0.245,0.085
6,5.200,0.000,-0.275,0.032
6,5.300,0.000,-0.303,-0.021
6,5.400,0.000,-0.329,-0.072
