0.002	0.009	0.009	0.001	0.001	0.011	
0.002	0.010	0.010	0.001	0.001	0.012	
0.002	0.012	0.012	0.001	0.001	0.013	
0.002	0.012	0.013	0.001	0.001	0.014	
0.002	0.014	0.015	0.001	0.001	0.015	
0.002	0.014	0.015	0.001	0.001	0.016	
0.002	0.017	0.017	0.001	0.001	0.018	
0.002	0.017	0.018	0.001	0.001	0.018	
0.001	0.018	0.018	0.001	0.001	0.019	
0.001	0.018	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.018	
0.002	0.018	0.019	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.017	
0.002	0.017	0.017	0.001	0.001	0.017	
0.002	0.017	0.017	0.001	0.001	0.016	
0.002	0.016	0.016	0.001	0.001	0.015	
0.002	0.015	0.015	0.001	0.001	0.014	
0.002	0.013	0.014	0.001	0.001	0.012	
0.002	0.011	0.012	0.001	0.001	0.009	
0.002	0.009	0.009	0.001	0.001	0.006	
0.002	0.007	0.007	0.001	0.001	0.005	
0.002	0.004	0.004	0.001	0.001	0.003	
0.002	0.002	0.002	0.001	0.001	0.001	
0.002	0.001	0.001	0.001	0.001	0.001	
0.002	0.001	0.001	0.002	0.002	0.001	
0.004	0.001	0.001	0.003	0.004	0.001	
0.005	0.001	0.001	0.005	0.005	0.001	
0.006	0.001	0.001	0.006	0.006	0.001	
0.007	0.001	0.001	0.008	0.008	0.001	
0.009	0.001	0.001	0.009	0.009	0.001	
0.011	0.001	0.001	0.011	0.011	0.001	
0.011	0.001	0.001	0.011	0.011	0.001	
0.012	0.001	0.001	0.013	0.012	0.001	
0.014	0.001	0.001	0.014	0.014	0.001	
0.015	0.001	0.001	0.015	0.015	0.001	
0.017	0.001	0.001	0.016	0.016	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.018	0.001	0.001	0.017	0.018	0.001	
0.018	0.001	0.001	0.018	0.018	0.001	
0.019	0.001	0.001	0.019	0.019	0.001	
0.019	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.019	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.019	0.001	0.001	0.019	0.018	0.001	
0.019	0.001	0.001	0.018	0.018	0.001	
0.018	0.001	0.001	0.017	0.018	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.017	0.001	0.001	0.016	0.016	0.001	
0.017	0.001	0.001	0.015	0.015	0.001	
0.016	0.001	0.001	0.014	0.015	0.001	
0.015	0.001	0.001	0.014	0.014	0.001	
0.013	0.001	0.001	0.011	0.011	0.001	
0.010	0.001	0.001	0.008	0.008	0.001	
0.009	0.001	0.001	0.007	0.007	0.001	
0.008	0.001	0.001	0.005	0.005	0.001	
0.004	0.001	0.001	0.002	0.002	0.001	
0.002	0.001	0.001	0.001	0.001	0.002	
0.002	0.001	0.001	0.001	0.001	0.002	
0.002	0.001	0.002	0.001	0.001	0.003	
0.002	0.003	0.002	0.001	0.001	0.004	
0.002	0.004	0.003	0.001	0.001	0.006	
0.002	0.005	0.005	0.001	0.001	0.007	
0.002	0.008	0.008	0.001	0.001	0.010	
0.002	0.009	0.010	0.001	0.001	0.011	
0.002	0.011	0.010	0.001	0.001	0.012	
0.002	0.011	0.011	0.001	0.001	0.013	
0.002	0.014	0.014	0.001	0.001	0.015	
0.002	0.015	0.015	0.001	0.001	0.016	
0.002	0.015	0.016	0.001	0.001	0.017	
0.002	0.016	0.016	0.001	0.001	0.017	
0.002	0.017	0.017	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.018	
0.001	0.018	0.019	0.001	0.001	0.019	
0.001	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.017	
0.002	0.018	0.018	0.001	0.001	0.017	
0.002	0.017	0.017	0.001	0.001	0.016	
0.002	0.016	0.017	0.001	0.001	0.015	
0.002	0.015	0.015	0.001	0.001	0.014	
0.002	0.013	0.013	0.001	0.001	0.012	
0.002	0.010	0.011	0.001	0.001	0.010	
0.002	0.007	0.007	0.001	0.001	0.005	
0.002	0.001	0.001	0.001	0.001	0.001	
0.002	0.001	0.001	0.001	0.001	0.001	
0.002	0.001	0.001	0.002	0.002	0.001	
0.003	0.001	0.001	0.003	0.003	0.001	
0.005	0.001	0.001	0.004	0.005	0.001	
0.006	0.001	0.001	0.005	0.006	0.001	
0.009	0.001	0.001	0.009	0.009	0.001	
0.011	0.001	0.001	0.010	0.010	0.001	
0.013	0.001	0.001	0.013	0.013	0.001	
0.016	0.001	0.001	0.015	0.016	0.001	
0.018	0.001	0.001	0.018	0.018	0.001	
0.019	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.019	0.001	0.001	0.019	0.019	0.001	
0.019	0.001	0.001	0.018	0.018	0.001	
0.019	0.001	0.001	0.018	0.018	0.001	
0.019	0.001	0.001	0.018	0.018	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.017	0.001	0.001	0.016	0.016	0.001	
0.016	0.001	0.001	0.015	0.015	0.001	
0.016	0.001	0.001	0.014	0.014	0.001	
0.015	0.001	0.001	0.013	0.013	0.001	
0.014	0.001	0.001	0.012	0.011	0.001	
0.013	0.001	0.001	0.011	0.011	0.001	
0.011	0.001	0.001	0.009	0.009	0.001	
0.010	0.001	0.001	0.008	0.007	0.001	
0.009	0.001	0.001	0.006	0.007	0.001	
0.006	0.001	0.001	0.004	0.003	0.001	
0.003	0.001	0.001	0.001	0.001	0.002	
0.002	0.002	0.002	0.001	0.001	0.003	
0.002	0.002	0.002	0.001	0.001	0.004	
0.002	0.002	0.003	0.001	0.001	0.004	
0.002	0.004	0.003	0.001	0.001	0.006	
0.002	0.004	0.004	0.001	0.001	0.007	
0.002	0.006	0.007	0.001	0.001	0.008	
0.002	0.008	0.009	0.001	0.001	0.011	
0.002	0.010	0.010	0.001	0.001	0.012	
0.002	0.011	0.011	0.001	0.001	0.013	
0.002	0.013	0.013	0.001	0.001	0.014	
0.002	0.013	0.014	0.001	0.001	0.015	
0.002	0.014	0.015	0.001	0.001	0.016	
0.002	0.016	0.016	0.001	0.001	0.017	
0.002	0.017	0.017	0.001	0.001	0.017	
0.002	0.017	0.018	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.019	
0.001	0.018	0.019	0.001	0.001	0.019	
0.001	0.018	0.019	0.001	0.001	0.019	
0.002	0.018	0.019	0.001	0.001	0.018	
0.002	0.017	0.018	0.001	0.001	0.017	
0.002	0.015	0.015	0.001	0.001	0.014	
0.002	0.013	0.014	0.001	0.001	0.012	
0.002	0.012	0.012	0.001	0.001	0.011	
0.002	0.010	0.012	0.001	0.001	0.009	
0.002	0.009	0.008	0.001	0.001	0.007	
0.002	0.008	0.007	0.001	0.001	0.005	
0.002	0.006	0.005	0.001	0.001	0.004	
0.002	0.005	0.005	0.001	0.001	0.002	
0.002	0.003	0.003	0.001	0.001	0.001	
0.002	0.001	0.001	0.002	0.002	0.001	
0.004	0.001	0.001	0.004	0.004	0.001	
0.005	0.001	0.001	0.005	0.005	0.001	
0.008	0.001	0.001	0.006	0.007	0.001	
0.009	0.001	0.001	0.008	0.009	0.001	
0.012	0.001	0.001	0.012	0.012	0.001	
0.014	0.001	0.001	0.013	0.014	0.001	
0.015	0.001	0.001	0.014	0.015	0.001	
0.017	0.001	0.001	0.016	0.017	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.018	0.001	0.001	0.018	0.018	0.001	
0.018	0.001	0.001	0.018	0.018	0.001	
0.019	0.001	0.001	0.018	0.019	0.001	
0.019	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.019	0.001	0.001	0.018	0.018	0.001	
0.017	0.001	0.001	0.016	0.016	0.001	
0.015	0.001	0.001	0.014	0.014	0.001	
0.013	0.001	0.001	0.012	0.012	0.001	
0.012	0.001	0.001	0.010	0.011	0.001	
0.010	0.001	0.001	0.008	0.008	0.001	
0.006	0.001	0.001	0.004	0.004	0.001	
0.002	0.001	0.001	0.001	0.001	0.002	
0.002	0.003	0.002	0.001	0.001	0.004	
0.002	0.004	0.004	0.001	0.001	0.006	
0.002	0.006	0.006	0.001	0.001	0.008	
0.002	0.010	0.011	0.001	0.001	0.012	
0.002	0.012	0.013	0.001	0.001	0.014	
0.002	0.014	0.014	0.001	0.001	0.015	
0.002	0.014	0.015	0.001	0.001	0.016	
0.002	0.016	0.015	0.001	0.001	0.017	
0.002	0.016	0.017	0.001	0.001	0.017	
0.002	0.017	0.018	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.018	
0.001	0.018	0.019	0.001	0.001	0.019	
0.001	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.018	
0.002	0.019	0.019	0.001	0.001	0.018	
0.002	0.018	0.019	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.017	
0.002	0.018	0.018	0.001	0.001	0.017	
0.002	0.017	0.017	0.001	0.001	0.016	
0.002	0.016	0.017	0.001	0.001	0.015	
0.002	0.014	0.015	0.001	0.001	0.013	
0.002	0.013	0.013	0.001	0.001	0.012	
0.002	0.010	0.011	0.001	0.001	0.009	
0.002	0.009	0.010	0.001	0.001	0.008	
0.002	0.008	0.008	0.001	0.001	0.006	
0.002	0.005	0.005	0.001	0.001	0.003	
0.002	0.003	0.003	0.001	0.001	0.001	
0.004	0.001	0.001	0.004	0.004	0.001	
0.010	0.001	0.001	0.009	0.010	0.001	
0.015	0.001	0.001	0.014	0.014	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.020	0.001	0.001	0.019	0.017	0.001	
0.020	0.001	0.001	0.018	0.017	0.001	
0.020	0.001	0.001	0.018	0.017	0.001	
0.020	0.001	0.001	0.018	0.017	0.001	
0.019	0.001	0.001	0.018	0.017	0.001	
0.018	0.001	0.001	0.016	0.017	0.001	
0.017	0.001	0.001	0.014	0.015	0.001	
0.016	0.001	0.001	0.013	0.014	0.001	
0.015	0.001	0.001	0.013	0.013	0.001	
0.014	0.001	0.001	0.012	0.012	0.001	
0.013	0.001	0.001	0.011	0.011	0.001	
0.012	0.001	0.001	0.010	0.010	0.002	
0.010	0.001	0.001	0.007	0.007	0.002	
0.008	0.001	0.001	0.005	0.005	0.002	
0.005	0.001	0.001	0.004	0.004	0.002	
0.003	0.001	0.001	0.001	0.001	0.002	
0.002	0.005	0.005	0.001	0.001	0.007	
0.002	0.008	0.009	0.001	0.001	0.010	
0.002	0.010	0.010	0.001	0.001	0.011	
0.002	0.011	0.011	0.001	0.001	0.013	
0.002	0.014	0.014	0.001	0.001	0.015	
0.002	0.014	0.015	0.001	0.001	0.016	
0.002	0.015	0.016	0.001	0.001	0.017	
0.002	0.016	0.017	0.001	0.001	0.018	
0.002	0.017	0.017	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.018	
0.002	0.018	0.019	0.001	0.001	0.019	
0.001	0.018	0.019	0.001	0.001	0.019	
0.001	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.018	0.019	0.001	0.001	0.017	
0.002	0.014	0.014	0.001	0.001	0.013	
0.002	0.012	0.012	0.001	0.001	0.011	
0.002	0.009	0.010	0.001	0.001	0.008	
0.002	0.006	0.007	0.001	0.001	0.005	
0.002	0.006	0.005	0.001	0.001	0.004	
0.002	0.004	0.004	0.001	0.001	0.002	
0.002	0.002	0.003	0.001	0.001	0.001	
0.002	0.002	0.002	0.001	0.001	0.001	
0.002	0.001	0.001	0.001	0.002	0.001	
0.004	0.001	0.001	0.003	0.003	0.001	
0.008	0.001	0.001	0.007	0.008	0.001	
0.011	0.001	0.001	0.009	0.010	0.001	
0.011	0.001	0.001	0.011	0.011	0.001	
0.013	0.001	0.001	0.013	0.013	0.001	
0.015	0.001	0.001	0.015	0.015	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.019	0.001	0.001	0.017	0.017	0.001	
0.016	0.001	0.001	0.014	0.014	0.001	
0.010	0.001	0.001	0.007	0.007	0.002	
0.005	0.001	0.001	0.002	0.002	0.002	
0.003	0.001	0.001	0.001	0.001	0.002	
0.002	0.003	0.003	0.001	0.001	0.005	
0.002	0.007	0.006	0.001	0.001	0.009	
0.002	0.008	0.008	0.001	0.001	0.010	
0.002	0.009	0.009	0.001	0.001	0.011	
0.002	0.010	0.010	0.001	0.001	0.012	
0.002	0.011	0.012	0.001	0.001	0.013	
0.002	0.013	0.013	0.001	0.001	0.014	
0.002	0.013	0.015	0.001	0.001	0.015	
0.002	0.014	0.015	0.001	0.001	0.016	
0.002	0.016	0.016	0.001	0.001	0.017	
0.002	0.016	0.017	0.001	0.001	0.018	
0.002	0.017	0.018	0.001	0.001	0.018	
0.002	0.017	0.018	0.001	0.001	0.018	
0.002	0.018	0.019	0.001	0.001	0.019	
0.001	0.018	0.019	0.001	0.001	0.019	
0.001	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.019	0.019	0.001	0.001	0.018	
0.002	0.018	0.019	0.001	0.001	0.018	
0.002	0.018	0.018	0.001	0.001	0.017	
0.002	0.016	0.017	0.001	0.001	0.015	
0.002	0.012	0.013	0.001	0.001	0.011	
0.002	0.006	0.005	0.001	0.001	0.004	
0.002	0.001	0.001	0.002	0.003	0.001	
0.007	0.001	0.001	0.007	0.007	0.001	
0.012	0.001	0.001	0.012	0.012	0.001	
0.015	0.001	0.001	0.014	0.015	0.001	
0.016	0.001	0.001	0.015	0.015	0.001	
0.017	0.001	0.001	0.016	0.016	0.001	
0.018	0.001	0.001	0.016	0.017	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.019	0.001	0.001	0.018	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.013	0.001	0.001	0.011	0.011	0.001	
0.010	0.001	0.001	0.009	0.008	0.002	
0.008	0.001	0.001	0.007	0.006	0.002	
0.007	0.001	0.001	0.004	0.005	0.002	
0.005	0.001	0.001	0.003	0.004	0.002	
0.004	0.001	0.001	0.002	0.002	0.002	
0.002	0.001	0.001	0.001	0.001	0.002	
0.002	0.003	0.003	0.001	0.001	0.004	
0.002	0.004	0.004	0.001	0.001	0.006	
0.002	0.005	0.004	0.001	0.001	0.007	
0.002	0.006	0.007	0.001	0.001	0.008	
0.002	0.009	0.010	0.001	0.001	0.011	
0.002	0.012	0.012	0.001	0.001	0.013	
0.002	0.014	0.015	0.001	0.001	0.016	
0.002	0.017	0.017	0.001	0.001	0.018	
0.002	0.019	0.019	0.001	0.001	0.019	
0.002	0.016	0.017	0.001	0.001	0.015	
0.002	0.011	0.011	0.001	0.001	0.009	
0.002	0.004	0.005	0.001	0.001	0.002	
0.002	0.001	0.001	0.002	0.002	0.001	
0.004	0.001	0.001	0.004	0.004	0.001	
0.006	0.001	0.001	0.006	0.006	0.001	
0.009	0.001	0.001	0.008	0.008	0.001	
0.010	0.001	0.001	0.010	0.009	0.001	
0.012	0.001	0.001	0.011	0.011	0.001	
0.013	0.001	0.001	0.012	0.012	0.001	
0.014	0.001	0.001	0.013	0.014	0.001	
0.015	0.001	0.001	0.015	0.015	0.001	
0.017	0.001	0.001	0.016	0.017	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.019	0.001	0.001	0.018	0.018	0.001	
0.019	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.019	0.019	0.001	
0.020	0.001	0.001	0.018	0.019	0.001	
0.020	0.001	0.001	0.018	0.018	0.001	
0.018	0.001	0.001	0.017	0.017	0.001	
0.018	0.001	0.001	0.017	0.016	0.001	
0.017	0.001	0.001	0.016	0.016	0.001	
0.016	0.001	0.001	0.014	0.015	0.001	
0.015	0.001	0.001	0.014	0.014	0.001	
0.014	0.001	0.001	0.012	0.013	0.001	
0.014	0.001	0.001	0.011	0.012	0.001	
0.011	0.001	0.001	0.008	0.009	0.002	
0.009	0.001	0.001	0.007	0.007	0.002	
0.008	0.001	0.001	0.005	0.006	0.002	
0.007	0.001	0.001	0.005	0.004	0.002	
0.006	0.001	0.001	0.004	0.004	0.002	
0.004	0.001	0.001	0.003	0.003	0.002	
0.003	0.001	0.001	0.002	0.001	0.002	
0.002	0.001	0.001	0.001	0.001	0.003	
0.002	0.002	0.002	0.001	0.001	0.003	
0.002	0.003	0.003	0.001	0.001	0.004	
0.002	0.005	0.005	0.001	0.001	0.007	
0.002	0.006	0.006	0.001	0.001	0.008	
0.002	0.009	0.009	0.001	0.001	0.011	
0.002	0.011	0.012	0.001	0.001	0.013	
0.002	0.012	0.013	0.001	0.001	0.014	
0.002	0.013	0.015	0.001	0.001	0.015	
